run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	study_alias	experiment_alias	run_alias	fastq_ftp	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19064494	SAMN28062245	SRX15136038	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP508	DP508_UAB832_S17_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064494/SRR19064494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064494/SRR19064494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/094/SRR19064494	DP508		
SRR19064497	SAMN28062187	SRX15135618	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP434	DP434_UAB832_S29_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064497/SRR19064497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064497/SRR19064497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/097/SRR19064497	DP434		
SRR19064498	SAMN28062186	SRX15135617	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP432	DP432_UAB832_S28_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064498/SRR19064498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064498/SRR19064498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/098/SRR19064498	DP432		
SRR19064499	SAMN28062185	SRX15135616	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP431	DP431_UAB832_S27_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064499/SRR19064499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064499/SRR19064499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/099/SRR19064499	DP431		
SRR19064500	SAMN28062188	SRX15135619	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP436	DP436_UAB832_S30_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064500/SRR19064500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064500/SRR19064500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/000/SRR19064500	DP436		
SRR19064503	SAMN28062183	SRX15135613	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP428	DP428_UAB832_S25_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064503/SRR19064503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064503/SRR19064503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/003/SRR19064503	DP428		
SRR19064506	SAMN28062180	SRX15135610	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP423	DP423_UAB832_S22_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064506/SRR19064506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064506/SRR19064506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/006/SRR19064506	DP423		
SRR19064509	SAMN28062177	SRX15135607	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP419	DP419_UAB832_S19_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064509/SRR19064509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064509/SRR19064509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/009/SRR19064509	DP419		
SRR19064510	SAMN28062176	SRX15135606	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP418	DP418_UAB832_S18_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19064510/SRR19064510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19064510/SRR19064510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/010/SRR19064510	DP418		
SRR19064511	SAMN28062175	SRX15135605	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP416	DP416_UAB832_S17_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064511/SRR19064511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064511/SRR19064511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/011/SRR19064511	DP416		
SRR19064512	SAMN28062174	SRX15135604	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP415	DP415_UAB832_S16_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064512/SRR19064512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064512/SRR19064512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/012/SRR19064512	DP415		
SRR19064513	SAMN28061679	SRX15135603	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC075	DC075_S282_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064513/SRR19064513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064513/SRR19064513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/013/SRR19064513	DC075		
SRR19064520	SAMN28062113	SRX15135596	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP335	DP335_UAB832_S18_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064520/SRR19064520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064520/SRR19064520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/020/SRR19064520	DP335		
SRR19064522	SAMN28062111	SRX15135594	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP333	DP333_UAB832_S16_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064522/SRR19064522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064522/SRR19064522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/022/SRR19064522	DP333		
SRR19064524	SAMN28062109	SRX15135592	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP331	DP331_UAB832_S14_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064524/SRR19064524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064524/SRR19064524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/024/SRR19064524	DP331		
SRR19064525	SAMN28062107	SRX15135590	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP327	DP327_UAB832_S12_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/025/SRR19064525/SRR19064525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/025/SRR19064525/SRR19064525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/025/SRR19064525	DP327		
SRR19064526	SAMN28062106	SRX15135589	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP326	DP326_UAB832_S11_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064526/SRR19064526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064526/SRR19064526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/026/SRR19064526	DP326		
SRR19064527	SAMN28062105	SRX15135588	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP324	DP324_UAB832_S10_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064527/SRR19064527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064527/SRR19064527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/027/SRR19064527	DP324		
SRR19064529	SAMN28062104	SRX15135587	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP323	DP323_UAB832_S9_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064529/SRR19064529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064529/SRR19064529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/029/SRR19064529	DP323		
SRR19064532	SAMN28062102	SRX15135584	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP321	DP321_UAB832_S7_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064532/SRR19064532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064532/SRR19064532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/032/SRR19064532	DP321		
SRR19064533	SAMN28062101	SRX15135583	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP320	DP320_UAB832_S6_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064533/SRR19064533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064533/SRR19064533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/033/SRR19064533	DP320		
SRR19064535	SAMN28062228	SRX15136019	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP489	DP489_UAB832_S91_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19064535/SRR19064535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19064535/SRR19064535_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/035/SRR19064535	DP489		
SRR19064537	SAMN28062172	SRX15136017	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP413	DP413_UAB832_S14_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064537/SRR19064537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064537/SRR19064537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/037/SRR19064537	DP413		
SRR19064539	SAMN28062170	SRX15136015	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP409	DP409_UAB832_S11_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064539/SRR19064539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064539/SRR19064539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/039/SRR19064539	DP409		
SRR19064551	SAMN28062159	SRX15136003	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP397	DP397_UAB832_S84_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064551/SRR19064551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064551/SRR19064551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/051/SRR19064551	DP397		
SRR19064553	SAMN28062156	SRX15136000	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP393	DP393_UAB832_S81_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064553/SRR19064553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064553/SRR19064553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/053/SRR19064553	DP393		
SRR19064554	SAMN28062155	SRX15135999	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP392	DP392_UAB832_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064554/SRR19064554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064554/SRR19064554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/054/SRR19064554	DP392		
SRR19064555	SAMN28062158	SRX15136002	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP396	DP396_UAB832_S83_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064555/SRR19064555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064555/SRR19064555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/055/SRR19064555	DP396		
SRR19064557	SAMN28061677	SRX15135789	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC072	DC072_S280_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064557/SRR19064557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064557/SRR19064557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/057/SRR19064557	DC072		
SRR19064558	SAMN28062098	SRX15135996	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP316	DP316_UAB832_S3_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064558/SRR19064558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064558/SRR19064558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/058/SRR19064558	DP316		
SRR19064559	SAMN28062097	SRX15135995	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP313	DP313_UAB832_S2_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064559/SRR19064559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064559/SRR19064559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/059/SRR19064559	DP313		
SRR19064562	SAMN28061671	SRX15135991	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC066	DC066_S249_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064562/SRR19064562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064562/SRR19064562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/062/SRR19064562	DC066		
SRR19064564	SAMN28062093	SRX15135990	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP308	DP308_S376_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064564/SRR19064564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064564/SRR19064564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/064/SRR19064564	DP308		
SRR19064566	SAMN28062091	SRX15135988	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP305	DP305_S373_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064566/SRR19064566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064566/SRR19064566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/066/SRR19064566	DP305		
SRR19064569	SAMN28062087	SRX15135984	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP301	DP301_S350_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064569/SRR19064569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064569/SRR19064569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/069/SRR19064569	DP301		
SRR19064571	SAMN28062089	SRX15135986	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP303	DP303_S371_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064571/SRR19064571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064571/SRR19064571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/071/SRR19064571	DP303		
SRR19064572	SAMN28062085	SRX15135982	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP299	DP299_S348_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064572/SRR19064572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064572/SRR19064572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/072/SRR19064572	DP299		
SRR19064573	SAMN28062084	SRX15135981	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP297	DP297_S340_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19064573/SRR19064573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19064573/SRR19064573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/073/SRR19064573	DP297		
SRR19064577	SAMN28062080	SRX15135976	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP293	DP293_S330_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064577/SRR19064577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064577/SRR19064577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/077/SRR19064577	DP293		
SRR19064578	SAMN28062022	SRX15135975	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP207	DP207_S205_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/078/SRR19064578/SRR19064578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/078/SRR19064578/SRR19064578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/078/SRR19064578	DP207		
SRR19064582	SAMN28062019	SRX15135972	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP203	DP203_S201_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064582/SRR19064582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064582/SRR19064582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/082/SRR19064582	DP203		
SRR19064585	SAMN28062015	SRX15135968	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP199	DP199_S197_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064585/SRR19064585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064585/SRR19064585_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/085/SRR19064585	DP199		
SRR19064592	SAMN28062009	SRX15135961	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP192	DP192_S190_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064592/SRR19064592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064592/SRR19064592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/092/SRR19064592	DP192		
SRR19064598	SAMN28062004	SRX15135956	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP185	DP185_S183_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064598/SRR19064598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064598/SRR19064598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/098/SRR19064598	DP185		
SRR19064602	SAMN28061961	SRX15135950	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP131	DP131_S130_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064602/SRR19064602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064602/SRR19064602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/002/SRR19064602	DP131		
SRR19064603	SAMN28061960	SRX15135949	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP130	DP130_S129_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064603/SRR19064603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064603/SRR19064603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/003/SRR19064603	DP130		
SRR19064608	SAMN28061956	SRX15135945	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP122	DP122_S121_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064608/SRR19064608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064608/SRR19064608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/008/SRR19064608	DP122		
SRR19064609	SAMN28061955	SRX15135944	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP121	DP121_S120_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064609/SRR19064609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064609/SRR19064609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/009/SRR19064609	DP121		
SRR19064612	SAMN28061952	SRX15135940	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP117	DP117_S116_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064612/SRR19064612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064612/SRR19064612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/012/SRR19064612	DP117		
SRR19064613	SAMN28061954	SRX15135943	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP120	DP120_S119_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064613/SRR19064613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064613/SRR19064613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/013/SRR19064613	DP120		
SRR19064614	SAMN28061951	SRX15135939	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP116	DP116_S115_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/014/SRR19064614/SRR19064614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/014/SRR19064614/SRR19064614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/014/SRR19064614	DP116		
SRR19064615	SAMN28061950	SRX15135938	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP115	DP115_S114_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064615/SRR19064615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064615/SRR19064615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/015/SRR19064615	DP115		
SRR19064619	SAMN28061946	SRX15135934	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP110	DP110_S109_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064619/SRR19064619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064619/SRR19064619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/019/SRR19064619	DP110		
SRR19064620	SAMN28061945	SRX15135727	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP109	DP109_S108_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064620/SRR19064620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064620/SRR19064620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/020/SRR19064620	DP109		
SRR19064621	SAMN28061925	SRX15135932	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP081	DP081_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064621/SRR19064621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064621/SRR19064621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/021/SRR19064621	DP081		
SRR19064629	SAMN28061918	SRX15135923	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP073	DP073_S72_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064629/SRR19064629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064629/SRR19064629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/029/SRR19064629	DP073		
SRR19064630	SAMN28061917	SRX15135922	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP072	DP072_S71_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064630/SRR19064630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064630/SRR19064630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/030/SRR19064630	DP072		
SRR19064637	SAMN28061911	SRX15135915	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP066	DP066_S65_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064637/SRR19064637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064637/SRR19064637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/037/SRR19064637	DP066		
SRR19064640	SAMN28061909	SRX15135913	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP064	DP064_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064640/SRR19064640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064640/SRR19064640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/040/SRR19064640	DP064		
SRR19064644	SAMN28061831	SRX15135909	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC277	DC277_UAB832_S27_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064644/SRR19064644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064644/SRR19064644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/044/SRR19064644	DC277		
